cui,type,name
C0005530,acty,Biological Warfare
C0015922,acty,Festivals
C0019843,acty,Holidays
C0020115,acty,Human Activities
C0021822,acty,Interview
C0038952,acty,Continuance of life
C0043027,acty,War
C0043028,acty,War Crimes
C0206236,acty,Holocaust
C0206243,acty,Carrying
C0441655,acty,Activities
C0549255,acty,Excitation
C0599946,acty,Attenuation
C0871834,acty,nuclear war
C0872021,acty,Bioterrorism
C1516048,acty,Assessed
C1706778,acty,Allocation
C1707391,acty,Choose (action)
C1707455,acty,Comparison
C1707689,acty,Design
C1708476,acty,Implementation
C1709305,acty,Occur (action)
C1879547,acty,Activation action
C1880022,acty,Characterization
C1880157,acty,Computation (action)
C1880177,acty,Contribution
C1882955,acty,Rinsing
C1883254,acty,Synthesis
C1947930,acty,Cleaning (activity)
C1948029,acty,Destruction (action)
C1999230,acty,Providing (action)
C2003888,acty,Lower (action)
C2349975,acty,Enhance (action)
C2700400,acty,Contain (action)
C2825812,acty,Deploy
C2828389,acty,Exclusion
C3146294,acty,Generation (action)
C3178908,acty,Text Messaging
C3266814,acty,Action
C3463820,acty,Inhibition
C3829356,acty,"Labeling, Not Otherwise Specified"
C3889990,acty,Clinical Trial Censoring
C3889994,acty,Censor
C3897620,acty,Shade
