cui,type,name
C0005595,bird,Aves
C0006345,bird,Melopsittacus
C0006824,bird,Serinus
C0008051,bird,Chickens
C0009303,bird,Genus Colinus (organism)
C0013268,bird,Ducks
C0017225,bird,Geese
C0022345,bird,Japanese Quail
C0030435,bird,Parakeets
C0032850,bird,"Fowls, Domestic"
C0033852,bird,Order Psittaciformes (organism)
C0034374,bird,Quail
C0041401,bird,Meleagridinae
C0175866,bird,Bubulcus ibis
C0324556,bird,Domestic avian species
C0324566,bird,California chicken
C0324587,bird,Japanese chicken
C0324595,bird,Leghorn chicken
C0324623,bird,Cairina moschata
C0324624,bird,Pekin duck
C0324626,bird,Domestic goose
C0325328,bird,Wild bird
C0325329,bird,Sphenisciformes
C0325331,bird,Spheniscidae
C0325333,bird,Spheniscus demersus
C0325336,bird,Struthio camelus
C0325338,bird,Family Rheidae
C0325342,bird,Casuarius
C0325343,bird,Emu family
C0325348,bird,Tinamidae
C0325351,bird,Rufous tinamou
C0325357,bird,Family Podicipedidae (organism)
C0325371,bird,Procellariidae
C0325372,bird,Shearwater
C0325386,bird,Pelecaniformes
C0325390,bird,Yellow-billed tropicbird
C0325391,bird,Pelecanidae
C0325392,bird,Pelecanus
C0325393,bird,Pelecanus erythrorhynchos
C0325394,bird,Pelecanus occidentalis
C0325399,bird,Pelecanus onocrotalus
C0325402,bird,Sulidae
C0325403,bird,Gannet
C0325404,bird,Northern gannet
C0325407,bird,Booby
C0325414,bird,Family Phalacrocoracidae (organism)
C0325416,bird,Phalacrocorax pygmeus
C0325428,bird,Fregatidae
C0325430,bird,Fregata minor
C0325433,bird,Fregata ariel
C0325435,bird,Order Ciconiiformes
C0325436,bird,Family Ardeidae (organism)
C0325437,bird,Heron (bird)
C0325439,bird,Ardea herodias
C0325459,bird,Stork
C0325474,bird,Spoonbill
C0325478,bird,Family Phoenicopteridae (organism)
C0325483,bird,Phoenicopterus ruber roseus
C0325486,bird,Anseriformes
C0325493,bird,Anas platyrhynchos platyrhynchos
C0325495,bird,Anas acuta
C0325499,bird,Anas crecca crecca
C0325503,bird,Anas penelope
C0325505,bird,Cairinini
C0325507,bird,Aix galericulata
C0325511,bird,Aythya valisineria
C0325516,bird,Tadorna
C0325518,bird,Tadorna ferruginea
C0325519,bird,Wild goose
C0325521,bird,Branta canadensis
C0325524,bird,Anser indicus
C0325525,bird,Anser anser anser (organism)
C0325526,bird,Anser caerulescens caerulescens
C0325528,bird,Genus Cygnus
C0325529,bird,Cygnus atratus
C0325530,bird,Cygnus olor
C0325536,bird,Gymnogyps californianus (organism)
C0325542,bird,Accipitridae
C0325552,bird,Lammergeier
C0325553,bird,Hawks (bird)
C0325558,bird,Accipiter gentilis
C0325560,bird,Buteo jamaicensis
C0325562,bird,Common buzzard
C0325564,bird,Eagle
C0325571,bird,Haliaeetus leucocephalus
C0325576,bird,Pandion haliaetus
C0325580,bird,Falco rusticolus
C0325581,bird,Falco peregrinus
C0325589,bird,Galliformes
C0325595,bird,Maleo
C0325597,bird,Curassow
C0325609,bird,Family Numididae
C0325611,bird,Numida meleagris (organism)
C0325618,bird,Tetraoninae
C0325620,bird,Lagopus lagopus scotica
C0325628,bird,Meleagris gallopavo
C0325635,bird,Family Phasianidae
C0325650,bird,Red-legged partridge
C0325651,bird,Alectoris chukar
C0325667,bird,Phasianus colchicus torquatas
C0325681,bird,Phasianus colchicus
C0325693,bird,Peafowl
C0325694,bird,Pavo cristatus
C0325713,bird,Family Gruidae
C0325719,bird,Manchurian crane
C0325727,bird,Balearica regulorum (organism)
C0325730,bird,Family Psophiidae
C0325734,bird,Gray-winged trumpeter
C0325736,bird,Rallidae
C0325773,bird,Charadriiformes
C0325804,bird,Arenaria interpres (bird)
C0325816,bird,Calidris alba
C0325827,bird,Stilt bird
C0325858,bird,Sheathbill
C0325861,bird,Stercorariidae
C0325862,bird,Skua
C0325864,bird,Stercorarius maccormicki
C0325870,bird,Laridae
C0325871,bird,Larus argentatus
C0325872,bird,Great black-backed gull
C0325874,bird,Laughing gull
C0325875,bird,Black-headed gull
C0325880,bird,Kittiwake
C0325881,bird,Tern (organism)
C0325887,bird,Noddy
C0325894,bird,Auk
C0325905,bird,Columbiformes
C0325912,bird,Columbidae
C0325953,bird,Psittacus erithacus
C0325959,bird,Brotogeris pyrrhoptera
C0325969,bird,Amazona
C0325971,bird,Amazona viridigenalis
C0325972,bird,Amazona finschi
C0325975,bird,Conure
C0325983,bird,Genus Ara
C0325984,bird,Ara ararauna
C0325987,bird,Ara macao
C0325989,bird,Agapornis personatus
C0325990,bird,Agapornis roseicollis
C0325994,bird,Cyanoramphus novaezelandiae (organism)
C0325996,bird,Platycercus eximius
C0326014,bird,Family cacatuidae
C0326015,bird,Cacatua moluccensis
C0326016,bird,Cacatua galerita galerita
C0326018,bird,Cacatua alba
C0326026,bird,Nymphicus hollandicus
C0326030,bird,Cuculidae
C0326062,bird,Tytonidae
C0326063,bird,Tyto alba
C0326066,bird,Family Strigidae
C0326067,bird,Strigiformes
C0326116,bird,Family Apodidae
C0326154,bird,Coraciiformes
C0326180,bird,Coraciidae
C0326182,bird,European roller
C0326287,bird,Ant-thrush (organism)
C0326374,bird,Family Hirundinidae
C0326378,bird,Petrochelidon pyrrhonota
C0326380,bird,Purple martin
C0326390,bird,Corvidae
C0326391,bird,Crow
C0326393,bird,Corvus brachyrhynchos
C0326395,bird,Carrion crow
C0326398,bird,Common magpie
C0326402,bird,Jay
C0326403,bird,Bluejay
C0326496,bird,European nuthatch
C0326532,bird,Siva
C0326547,bird,Bulbul
C0326586,bird,Family Turdidae (organism)
C0326597,bird,nightingale
C0326646,bird,Paradise flycatcher
C0326711,bird,Sturnus vulgaris
C0326725,bird,Myna
C0326756,bird,Zosteropidae
C0326774,bird,Bananaquit
C0326825,bird,Passer domesticus
C0326832,bird,Erythrura gouldiae
C0326833,bird,Taeniopygia guttata
C0326863,bird,Turdus merula
C0326914,bird,Family Fringillidae (organism)
C0326915,bird,Finches
C0326917,bird,Carpodacus purpureus
C0326926,bird,Cardinalis cardinalis
C0326937,bird,Passeridae
C0326943,bird,Tree sparrow
C0326953,bird,Melospiza melodia
C0446377,bird,Fowl (bird)
C0542318,bird,Robin bird
C0597941,bird,aquatic bird
C0600536,bird,Raptors
C0600537,bird,Order Passeriformes (organism)
C0600538,bird,Songbirds
C0600539,bird,Ratites
C0600541,bird,Struthioniformes
C0936093,bird,Emu species
C0999149,bird,Dromaius
C0999152,bird,Rhea americana
C0999170,bird,Apteryx
C0999174,bird,Genus Chauna (organism)
C0999190,bird,Genus Chloephaga
C0999191,bird,Chloephaga melanoptera
C0999213,bird,Chen
C0999214,bird,Chen caerulescens
C0999232,bird,Columba livia
C0999234,bird,Columba palumbus
C0999244,bird,Falco
C0999252,bird,Genus Circus
C0999287,bird,Gallus
C0999310,bird,Alectoris
C0999311,bird,Argusianus
C0999322,bird,Fulica atra
C0999374,bird,Genus Phalacrocorax (organism)
C0999376,bird,Phalacrocorax carbo
C0999383,bird,Psittacula krameri
C0999387,bird,Aptenodytes patagonicus
C0999389,bird,Pygoscelis adeliae
C0999391,bird,Spheniscus humboldti
C1000481,bird,Amazona aestiva
C1000556,bird,Lorius
C1000873,bird,Uria aalge
C1002190,bird,Larus canus
C1002192,bird,Alcidae
C1002203,bird,Cepphus
C1002208,bird,Fratercula
C1002230,bird,Cyanocitta cristata
C1003214,bird,Ardea cinerea
C1003250,bird,Fulmarus
C1003251,bird,Fulmarus glacialis
C1003253,bird,Pygoscelis papua
