cui,type,name
C0001406,geoa,Aden
C0001732,geoa,Afghanistan
C0001737,geoa,Africa
C0001738,geoa,Africa South of the Sahara
C0001740,geoa,"Africa, Central"
C0001741,geoa,"Africa, Eastern"
C0001745,geoa,"Africa, Northern"
C0001746,geoa,"Africa, Southern"
C0001747,geoa,"Africa, Western"
C0001909,geoa,Albania
C0002037,geoa,Algeria
C0002454,geoa,Americas
C0002838,geoa,Andorra
C0003023,geoa,Angola
C0003353,geoa,Antigua
C0003671,geoa,Arabia
C0003787,geoa,Arizona
C0003790,geoa,Arkansas
C0003798,geoa,Armenia
C0003980,geoa,Asia
C0003982,geoa,"Asia, Central"
C0003983,geoa,"Asia, Southeastern"
C0003984,geoa,"Asia, Western"
C0004340,geoa,Australia
C0004348,geoa,Austria
C0004486,geoa,Azerbaijan
C0004511,geoa,Azores
C0004683,geoa,Bahamas
C0004684,geoa,Bahrain
C0004715,geoa,Baltic States
C0004716,geoa,Baltimore
C0004732,geoa,Bangladesh
C0004739,geoa,Barbados
C0004950,geoa,Belgium
C0005341,geoa,Bhutan
C0005918,geoa,Bolivia
C0006026,geoa,Borneo
C0006036,geoa,Bosnia-Herzegovina
C0006041,geoa,Botswana
C0006137,geoa,Brazil
C0006193,geoa,British Columbia
C0006320,geoa,Brunei
C0006409,geoa,Burkina Faso
C0006416,geoa,Myanmar
C0006448,geoa,Burundi
C0006539,geoa,Belarus
C0006754,geoa,California
C0006797,geoa,Cambodia
C0006802,geoa,Cameroon
C0006823,geoa,Canada
C0006888,geoa,Christmas Island
C0006893,geoa,Cape Verde
C0007674,geoa,Central America
C0007928,geoa,Chad
C0008044,geoa,Chicago
C0008107,geoa,Chile
C0008115,geoa,China
C0008848,geoa,Cities
C0009212,geoa,Cocos (Keeling) Islands
C0009399,geoa,Colorado
C0009490,geoa,Comoros
C0009738,geoa,Congo
C0009778,geoa,Connecticut
C0009956,geoa,Cook Islands
C0010182,geoa,Costa Rica
C0010306,geoa,Crete
C0010343,geoa,Croatia
C0010435,geoa,Cuba
C0010622,geoa,Cyprus
C0011318,geoa,Denmark
C0012836,geoa,Djibouti
C0013013,geoa,Dominica
C0013014,geoa,Dominican Republic
C0013593,geoa,Ecuador
C0013715,geoa,Egypt
C0013754,geoa,El Salvador
C0014282,geoa,England
C0014651,geoa,Equatorial Guinea
C0014716,geoa,Eritrea
C0014908,geoa,Estonia
C0015024,geoa,Ethiopia
C0015176,geoa,Europe
C0015177,geoa,"Europe, Eastern"
C0015631,geoa,Far East
C0016080,geoa,Fiji
C0016132,geoa,Finland
C0016253,geoa,Florida
C0016674,geoa,France
C0016703,geoa,French Guiana
C0016704,geoa,French Polynesia
C0016910,geoa,Gabon
C0016993,geoa,Gambia
C0017446,geoa,Geographic Locations
C0017452,geoa,"Georgia, USA"
C0017454,geoa,"Georgia, Western Asia"
C0017480,geoa,Germany
C0017482,geoa,"Germany, West"
C0017516,geoa,Ghana
C0017550,geoa,Kiribati
C0018223,geoa,Great Britain
C0018226,geoa,Greece
C0018229,geoa,Greenland
C0018232,geoa,Grenada
C0018301,geoa,Guadeloupe
C0018309,geoa,Guam
C0018367,geoa,Guatemala
C0018510,geoa,Haiti
C0018619,geoa,Hawaii
C0019905,geoa,Honduras
C0019907,geoa,Hong Kong
C0020174,geoa,Hungary
C0020750,geoa,Iceland
C0021201,geoa,India
C0021204,geoa,Indian Ocean Islands
C0021247,geoa,Indonesia
C0021249,geoa,West Irian
C0021515,geoa,Inner Mongolia
C0022037,geoa,Iowa
C0022065,geoa,Iran
C0022066,geoa,Iraq
C0022067,geoa,Ireland
C0022130,geoa,Islands
C0022271,geoa,Israel
C0022277,geoa,Italy
C0022326,geoa,Ivory Coast
C0022337,geoa,Jamaica
C0022341,geoa,Japan
C0022418,geoa,Jordan
C0022537,geoa,Kazakhstan
C0022558,geoa,Kenya
C0022771,geoa,Korea
C0022772,geoa,North Korea
C0022773,geoa,South Korea
C0022804,geoa,Kuwait
C0023034,geoa,Laos
C0023122,geoa,Latin America
C0023128,geoa,Latvia
C0023190,geoa,Lebanon
C0023376,geoa,Lesotho
C0023617,geoa,Liberia
C0023634,geoa,Libya
C0023879,geoa,Lithuania
C0023973,geoa,London
C0024015,geoa,Los Angeles
C0024176,geoa,Luxembourg
C0024403,geoa,Macao
C0024443,geoa,Madagascar
C0024548,geoa,Malawi
C0024552,geoa,Malaysia
C0024553,geoa,Maldives
C0024581,geoa,Mali
C0024653,geoa,Malta
C0024726,geoa,Manitoba
C0024851,geoa,Marshall Islands
C0024853,geoa,Martinique
C0024943,geoa,Mauritania
C0024944,geoa,Mauritius
C0024974,geoa,Mayotte
C0025136,geoa,Mediterranean Islands
C0025195,geoa,Melanesia
C0025885,geoa,Mexico
C0026001,geoa,Micronesia
C0026068,geoa,Middle East
C0026183,geoa,Minnesota
C0026222,geoa,Missouri
C0026374,geoa,Moldova
C0026410,geoa,Mongolia
C0026510,geoa,Montenegro
C0026514,geoa,Montserrat
C0026544,geoa,Morocco
C0026580,geoa,Moscow
C0026655,geoa,Mozambique
C0027569,geoa,Neighborhood
C0027689,geoa,Nepal
C0027778,geoa,Netherlands
C0027964,geoa,New Caledonia
C0027965,geoa,New England
C0027977,geoa,New York City
C0027978,geoa,New Zealand
C0028002,geoa,Nicaragua
C0028074,geoa,Niger
C0028075,geoa,Nigeria
C0028405,geoa,North America
C0028407,geoa,North Carolina
C0028411,geoa,North Vietnam
C0028413,geoa,Northern Europe
C0028416,geoa,Northern Territory
C0028423,geoa,Norway
C0028814,geoa,Oceans
C0028905,geoa,Ohio
C0028971,geoa,Oman
C0029040,geoa,Ontario
C0030168,geoa,Pacific Islands
C0030170,geoa,Pacific Northwest
C0030211,geoa,Pakistan
C0030266,geoa,Panama
C0030375,geoa,Papua New Guinea
C0030428,geoa,Paraguay
C0030561,geoa,"Paris, France"
C0030853,geoa,Pennsylvania
C0031238,geoa,Peru
C0031525,geoa,Philadelphia
C0031529,geoa,Philippines
C0032729,geoa,Portugal
C0034044,geoa,Puerto Rico
C0034366,geoa,Qatar
C0034390,geoa,Quebec
C0034391,geoa,Queensland
C0035373,geoa,Reunion Island
C0035487,geoa,Rhode Island
C0035826,geoa,Romania
C0035831,geoa,Rome
C0035970,geoa,Russia
C0035978,geoa,Rwanda
C0036152,geoa,San Francisco
C0036154,geoa,San Marino
C0036196,geoa,Sarawak
C0036232,geoa,Sardinia
C0036234,geoa,Saskatchewan
C0036243,geoa,Saudi Arabia
C0036453,geoa,Scotland
C0036493,geoa,Sea
C0036644,geoa,Senegal
C0036708,geoa,Serbia
C0036919,geoa,Seychelles
C0037045,geoa,Siberia
C0037049,geoa,Sicily
C0037063,geoa,Sierra Leone
C0037173,geoa,Singapore
C0037334,geoa,Slovenia
C0037623,geoa,Solomon Islands
C0037640,geoa,Somalia
C0037712,geoa,South Africa
C0037713,geoa,South America
C0037715,geoa,South Australia
C0037716,geoa,South Carolina
C0037723,geoa,Southern Asia
C0037724,geoa,Southern Europe
C0037728,geoa,Southwestern United States
C0037747,geoa,Spain
C0038088,geoa,Sri Lanka
C0038642,geoa,Sudan
C0038983,geoa,Swaziland
C0038995,geoa,Sweden
C0039021,geoa,Switzerland
C0039138,geoa,Syria
C0039247,geoa,Tajikistan
C0039260,geoa,Taiwan
C0039298,geoa,Tanzania
C0039514,geoa,Tennessee
C0039711,geoa,Texas
C0039725,geoa,Thailand
C0040182,geoa,Tibet
C0040371,geoa,Tokyo
C0041388,geoa,Tunisia
C0041403,geoa,Turkmenistan
C0041413,geoa,Tuvalu
C0041573,geoa,Uganda
C0041580,geoa,Ukraine
C0041698,geoa,United Arab Emirates
C0041700,geoa,United Kingdom
C0041703,geoa,United States
C0042113,geoa,Uruguay
C0042120,geoa,USSR
C0042124,geoa,Utah
C0042321,geoa,Vanuatu
C0042427,geoa,Vatican City
C0042469,geoa,Venezuela
C0042658,geoa,Vietnam
C0042753,geoa,Virginia
C0043122,geoa,Caribbean Islands
C0043129,geoa,Western Europe
C0043193,geoa,Wisconsin
C0043287,geoa,Wyoming
C0043436,geoa,Yugoslavia
C0043444,geoa,Democratic Republic of the Congo
C0043445,geoa,Zambia
C0043476,geoa,Zimbabwe
C0079170,geoa,county
C0087013,geoa,Spitsbergen
C0205654,geoa,Sahara
C0205674,geoa,Near East
C0205801,geoa,Pemba
C0205805,geoa,Sumatra
C0205830,geoa,Sabah
C0205999,geoa,British Virgin Islands
C0206003,geoa,Kosovo
C0206578,geoa,Czech Republic
C0206579,geoa,Slovakia
C0242397,geoa,Palau
C0242398,geoa,arab countries
C0242537,geoa,Samoa
C0282245,geoa,Northern Mariana Islands
C0282279,geoa,Oceania
C0282379,geoa,Aruba
C0376188,geoa,Sulawesi
C0376215,geoa,Trinidad
C0376439,geoa,Persian Gulf
C0376441,geoa,Indian Ocean
C0454662,geoa,Canary Islands
C0454664,geoa,Country
C0454668,geoa,Gomera
C0454674,geoa,La Palma
C0454686,geoa,Tenerife
C0454687,geoa,Tortola
C0454690,geoa,Geographical continent
C0454691,geoa,Antarctica
C0454695,geoa,African country
C0454698,geoa,Central African country
C0454699,geoa,East African country
C0454703,geoa,West African country
C0454705,geoa,Asian country
C0454709,geoa,Indian subcontinent country
C0454711,geoa,Australasian country
C0454713,geoa,European country
C0454714,geoa,Central European country
C0454720,geoa,Central American country
C0454723,geoa,South American country
C0454822,geoa,Balearic Islands
C0454825,geoa,Mallorca
C0454977,geoa,St. Thomas
C0524501,geoa,Kalahari
C0524612,geoa,Kowloon
C0524613,geoa,New Territories
C0562518,geoa,Village environment
C0562731,geoa,Back yard
C0599451,geoa,Indochina
C0600182,geoa,municipality
C0682371,geoa,Southeastern Europe
C0682372,geoa,Iberian Peninsula
C0682374,geoa,South Central Asia
C0682380,geoa,Mediterranean countries
C0684038,geoa,Southwest Asia
C0684039,geoa,South Vietnam
C1301808,geoa,Geographic state
C1452561,geoa,East Timor
C1514578,geoa,Province
C1518860,geoa,"Palestinian Territory, Occupied"
C1707260,geoa,Canton
C1708237,geoa,Sector
C1709359,geoa,Outdoors
C1709636,geoa,Prefecture
C2350583,geoa,New Orleans
C2718043,geoa,Ottoman Empire
C2828208,geoa,Locality
C2936642,geoa,Black Sea
C3245499,geoa,Colombia
C3273373,geoa,South Sudan
C3494471,geoa,Balkan Peninsula
C3714654,geoa,Scandinavia
C3810529,geoa,"Duval County, FL"
C3810763,geoa,"Jackson County, WI"
C3811268,geoa,"Montgomery County, IN"
C3811857,geoa,"Bay County, MI"
C3827369,geoa,Morelos
C3827487,geoa,"Western District, AS"
C3827654,geoa,Veracruz
C3828240,geoa,"Santa Clara County, CA"
C3828255,geoa,"San Francisco County, CA"
C3828423,geoa,Quintana Roo
C3829921,geoa,Guerrero
C3831261,geoa,"Bristol City, VA"
C3850150,geoa,Seoul
C4042832,geoa,Beijing
