cui,type,name
C0001072,bhvr,Achievement
C0004935,bhvr,"Behavior, Animal"
C0036864,bhvr,Sex Behavior
C0545082,bhvr,Visit
C1321224,bhvr,Family behavior
C2945764,bhvr,Ritual
