cui,type,name
C0001593,socb,Adoption
C0002357,socb,Altruism
C0006875,socb,Cannibalism
C0009236,socb,Coercion
C0009452,socb,Communication
C0009476,socb,Community Participation
C0010383,socb,Crowding
C0012742,socb,Dissent
C0016684,socb,Fraud
C0017426,socb,Genocide
C0017510,socb,Gestures
C0018265,socb,Group Processes
C0018896,socb,Helping Behavior
C0019872,socb,Homicide
C0023181,socb,Leadership
C0023676,socb,Life Style
C0024909,socb,Mate Selection
C0028658,socb,Nurse-Patient Relations
C0031830,socb,Physician-Patient Relations
C0032942,socb,Predatory Behavior
C0032968,socb,Pregnancy in Adolescence
C0035644,socb,Riots
C0035820,socb,Social Role
C0037397,socb,Social Behavior
C0037438,socb,Social support
C0039565,socb,Terrorism
C0085091,socb,Needle Sharing
C0086597,socb,Mediate
C0086660,socb,Murder
C0150446,socb,Advocacy
C0150820,socb,verbal communication
C0233512,socb,Normal behavior
C0233926,socb,Kissing
C0234057,socb,Gratification
C0237101,socb,Social interaction finding
C0237445,socb,Social Acceptance
C0237876,socb,Sharing (Social Behavior)
C0237935,socb,Trust (Social Behavior)
C0242270,socb,Compassion
C0282116,socb,collaboration
C0282184,socb,Health Care Fraud
C0376298,socb,Consensus
C0392337,socb,cooperation
C0424324,socb,Fighting
C0424333,socb,Vandalism
C0556482,socb,Unsafe Sex
C0562558,socb,Promiscuous behavior
C0597535,socb,Success
C0597728,socb,Safe Sex
C0679005,socb,Social Skills
C0679498,socb,deviance
C0679932,socb,competition
C0679970,socb,popularity
C0680074,socb,family role
C0680207,socb,alliance
C0680226,socb,Disputes
C0680230,socb,goal attainment
C0680238,socb,Discord
C0680240,socb,Agreement
C0680242,socb,antagonism
C0680243,socb,controversy
C0680281,socb,authorization
C0680406,socb,Collective behavior
C0680512,socb,Burglary
C0680727,socb,Mediation
C0683610,socb,prohibition
C0699797,socb,Companionship
C0815221,socb,Ethnic Cleansing
C0870609,socb,gossip
C0871282,socb,rumors
C0871661,socb,bargaining
C0871703,socb,conversation
C0871858,socb,pragmatics
C1135957,socb,Narration
C1261512,socb,Attack behavior
C1690528,socb,Herd
C2371613,socb,Socializing
C2371737,socb,Societal attitudes
C2584313,socb,Discussion (communication)
C3658363,socb,Identity Theft
C4042935,socb,Diplomacy
