cui,type,name
C0000876,orgt,Academies
C0007983,orgt,Chemical Industry
C0009753,orgt,Congress (U.S. Legislature)
C0015179,orgt,European Union
C0015737,orgt,Federal Government
C0016502,orgt,Food processing industry
C0016617,orgt,Foundations
C0018104,orgt,Government
C0018105,orgt,Government Agencies
C0021622,orgt,Institutes
C0021784,orgt,International Agencies
C0026219,orgt,Religious Missions
C0026788,orgt,Local Government
C0027446,orgt,National Academy of Sciences (U.S.)
C0027472,orgt,National Research Council
C0029246,orgt,Organization administrative structures
C0029247,orgt,Nonprofit Organizations
C0035172,orgt,Research Institutes
C0035198,orgt,resorts
C0036379,orgt,"Schools, Nursery"
C0038191,orgt,State Government
C0041677,orgt,UNESCO
C0041682,orgt,UNICEF
C0041701,orgt,United Nations
C0041735,orgt,United States Department of Veterans Affairs
C0043234,orgt,World Bank
C0085410,orgt,United States Department of Agriculture
C0178572,orgt,court
C0237463,orgt,Agencies
C0242527,orgt,UNHCR
C0282271,orgt,Non-Governmental Organizations
C0337651,orgt,Orphanages
C0424935,orgt,Boarding school
C0543438,orgt,Playgroup
C0557799,orgt,Grammar school
C0557812,orgt,Community college
C0582205,orgt,Utilities (organization)
C0596497,orgt,Elementary Schools
C0597480,orgt,social organization
C0598079,orgt,American Type Culture Collection
C0600216,orgt,European Common Market
C0600274,orgt,County Government
C0679729,orgt,cooperative
C0680762,orgt,legislature
C0680774,orgt,independent agency
C0680775,orgt,regulatory agency
C0680778,orgt,army
C0680779,orgt,national guard
C0680880,orgt,profit
C0680935,orgt,business partnership
C0680936,orgt,trade association
C0680946,orgt,subsidiary
C0681331,orgt,higher education institution
C0682028,orgt,mining industry
C0683627,orgt,formal organization
C0683756,orgt,Business Organization
C0683758,orgt,corporation
C0870614,orgt,graduate schools
C1510747,orgt,Academia (organization)
C1511775,orgt,Department of Defense
C1549054,orgt,Veterans Affairs
C1552600,orgt,religious institution
C1552744,orgt,public institution
C1555720,orgt,Nation
C1608220,orgt,federal agency
C1704729,orgt,Department
C1705803,orgt,National Center for Biotechnology Information
C1707500,orgt,Contract Research Organization
C1709015,orgt,MicroArray and Gene Expression
C1711206,orgt,Partnership
C1880016,orgt,Central Laboratory
C1883464,orgt,University of California at Santa Cruz
C2135828,orgt,navy
C2347782,orgt,NIH Clinical Center
C2350578,orgt,Public-Private Sector Partnerships
C2986512,orgt,Research Base
C3658240,orgt,Senior Centers
C3828314,orgt,Roche Diagnostics
C4042919,orgt,African Union
C4085209,orgt,Production Assistance for Cellular Therapies
C4277665,orgt,Call Centers
C4279960,orgt,Fish Farms
C4279966,orgt,Dairy Industry
C4524550,orgt,Cooperative Association
