cui,type,name
C0011468,sbst,Deodorants
C0012682,sbst,Disinfectants
C0013330,sbst,Dust
C0016710,sbst,Fresh Water
C0017109,sbst,Natural Gas
C0022611,sbst,Kerosene
C0024765,sbst,Manure
C0030739,sbst,Peat
C0032167,sbst,Plastics
C0036082,sbst,Saline Solution
C0036499,sbst,Seawater
C0037592,sbst,Soil
C0037633,sbst,Solutions
C0038818,sbst,Sunscreening Agents
C0043045,sbst,Waste Products
C0043217,sbst,Wood material
C0043220,sbst,Wool
C0086805,sbst,Photons
C0183753,sbst,Swab specimen
C0302908,sbst,Liquid substance
C0304063,sbst,Wood dust
C0304069,sbst,Cotton Fiber
C0370003,sbst,Specimen
C0370214,sbst,Inhaled Gas
C0439861,sbst,Substance
C0439962,sbst,Mixture
C0440266,sbst,Debris
C0443354,sbst,Analyte
C0444318,sbst,Milk Specimen
C0457784,sbst,Particulate (substance)
C0458048,sbst,Iron dust
C0520449,sbst,Trichobezoars
C0599638,sbst,Drinking Water
C0682897,sbst,flavor enhancers
C0729443,sbst,Shoe dye
C0729650,sbst,Constituents
C0868922,sbst,Animal product
C0868994,sbst,moisture
C0872367,sbst,single molecule
C1254373,sbst,etiologic agent
C1258025,sbst,Humus
C1258026,sbst,Compost
C1289919,sbst,Intravenous fluid
C1442323,sbst,Raw Milk
C1519355,sbst,Slice
C1546536,sbst,Air sample
C1709595,sbst,Pooled Sample
C1720884,sbst,Particulate Matter
C1883043,sbst,Slurry
C2324358,sbst,RNA molecule
C2827365,sbst,Contaminant
C2986569,sbst,Buildup
C3641126,sbst,Racemate
C3850021,sbst,Permafrost
C3853628,sbst,Granule
C3891814,sbst,Substrate
C3898767,sbst,Inducer
C4042921,sbst,Saline Waters
C4288402,sbst,Personal Care Product
