cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0038661,C1998092,PROCESS_OF,Suicide,"Jain, follower of religion",fndg,popg,1,PROCESS_OF_FNDGprcfPOPG
C0237154,C1278523,PROCESS_OF,Homelessness,White British,fndg,popg,1,PROCESS_OF_FNDGprcfPOPG
