cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0015576,C0016849,LOCATION_OF,Family,Furaldehyde,famg,bacs,1,LOCATION_OF_FAMGlocfBACS
C0015576,C0040549,LOCATION_OF,Family,Toxin,famg,bacs,2,LOCATION_OF_FAMGlocfBACS
C0015576,C0136157,LOCATION_OF,Family,Peroxynitrite,famg,bacs,1,LOCATION_OF_FAMGlocfBACS
C0015576,C1136170,LOCATION_OF,Family,Virulence Factors,famg,bacs,1,LOCATION_OF_FAMGlocfBACS
